Area,AP Ratio,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity,NDVI,Year,EVI,LAI,FPAR,LST_Kelvin,Soil_Moisture_mm,Avg_Salinity_Index
125,18.872,Natore,Kharif 2,30.0,75.0,Green Palmyra,April,No need to do,May,2359,35,25.0,60,90,0.3850322966478897,2022,-45.58180112333695,-267.0805719644089,-267.91715449138815,-2042.5315171130785,25.296304079044656,745.9808383481169
1678,0.3009535161,Chattogram,Kharif 2,30.0,70.0,Mug,Feb,March to May,May,505,35,25.0,60,80,0.4973641003659512,2022,-69.92692306249688,-510.95745354568464,-518.8820916010127,-603.4520771759263,-2.1548561451473702,594.6942591983847
381,4.934383202,Netrokona,Kharif 2,19.0,77.5,Cauliflower,Sep,Nov to Jan,Feb,1880,30,8.0,70,85,0.3128406234491341,2022,-577.5813630853839,-937.1778268313778,-943.4693384294624,-1765.634388749204,25.31408262597489,759.3640417479114
500,1.336,Rangamati,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,668,34,20.0,60,85,0.3656178573425237,2022,-1.2243421412501998,-620.6099118294003,-637.0659209290227,-260.5573737873374,17.290463288123487,844.8319732818987
475,0.2736842105,Bagerhat,Kharif 2,30.0,70.0,Mug,Feb,March to May,May,130,35,25.0,60,80,0.507816116388428,2022,-63.30841667375415,-1971.146905207005,-2150.1550338206566,-195.1445038069608,25.23515212985915,517.816271122354
8627,0.4124261041,Pabna,Rabi,31.0,45.0,Sesame,Nov,Dec to Jan,Feb,3558,35,27.0,40,50,0.4473222115514349,2022,-1.8022911990269264,-689.3495931347674,-689.8613241700405,298.6514851779786,11.3740287637059,856.044956391597
435,2.834482759,Manikganj,Kharif 2,21.0,70.0,Puishak,Aug,Sep to Jan,Feb,1233,30,12.0,65,75,0.3576575761780416,2022,-277.6640348809318,-1458.7220507174875,-1459.333669453999,-831.6619980892406,25.347313547127754,855.2757419547362
0,#DIV/0!,Habiganj,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,0,34,20.0,60,85,0.2535987872124722,2022,-59.35551016408078,-889.199004341026,-921.3647168070742,-1316.8782043626948,21.53618938465714,850.8114946123004
2432,15.37787829,Meherpur,Rabi,25.0,80.0,Banana,Jan,Jan to Jan,Jan,37399,35,15.0,75,85,0.5490936797338835,2022,0.3862330122423801,-42.92251669126562,-43.73605591615786,298.2055057151844,12.94137913156305,831.1397555576286
0,#DIV/0!,Pirojpur,Kharif 2,27.5,35.0,Gram,Aug,Sep to Oct,Nov,0,35,20.0,25,45,0.5242290920419749,2022,-4.238542411894877,-607.0637687144047,-672.9929132662642,-187.9976640805361,25.294933733927607,571.4062360189625
523,0.7533460803,Rangamati,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,394,40,25.0,50,80,0.3656178573425237,2022,-1.2243421412501998,-620.6099118294003,-637.0659209290227,-260.5573737873374,17.290463288123487,844.8319732818987
147,10.26530612,Jhenaidah,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,1509,30,20.0,65,75,0.5025062107773226,2022,0.4638790288307386,-47.19150077528415,-48.3901094934581,-812.3513744262526,25.356823511421045,683.9099685457547
445,1.503370787,Tangail,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,669,25,15.0,70,90,0.3917693671720763,2022,-6.1528936513285375,-298.8491363680536,-304.3538762527959,298.2326232424941,12.11649883708434,776.4935406679808
22828,0.8399334151,Narail,Kharif 1,26.0,72.5,Aus,March,April to july,Aug,19174,40,12.0,60,85,0.317807322421931,2022,0.3677709612811752,-111.42130086728224,-112.05553278098944,-1893.7993420548244,11.12698053736449,953.5573172586392
146,1.602739726,Kishoreganj,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,234,25,15.0,70,90,0.4116385714899098,2022,0.105169406259674,-3507.511181378173,-3512.3389531562866,297.82179036890227,10.433798318384984,933.054522127512
206,1.946601942,Brahmanbaria,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,401,27,24.0,85,90,0.4047013967408105,2022,0.3158136853776682,-1402.718918510855,-1413.9638625779398,298.7120527084988,10.380919611227633,863.2480392790355
8165,5.8,Lalmonirhat,Kharif 1,30.0,75.0,Jute,March,April to Aug,Sep,47357,40,20.0,70,80,0.2669751608444246,2022,0.3023162186807234,-76.95092861017925,-77.52568188601256,-3498.9624881486816,22.820917694684283,847.766359646961
0,#DIV/0!,Brahmanbaria,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to April,0,25,17.0,40,85,0.4047013967408105,2022,0.3158136853776682,-1402.718918510855,-1413.9638625779398,298.7120527084988,10.380919611227633,863.2480392790355
102,7.31372549,Shariatpur,Kharif 2,19.0,77.5,Cauliflower,Sep,Nov to Jan,Feb,746,30,8.0,70,85,0.4023455749937202,2022,-206.9337232843264,-1864.183777091192,-1879.5929173270988,-405.0052736241401,25.348676414592724,757.6720968698111
274,1.733576642,Jhallokati,Kharif 2,16.0,85.0,Radish,Oct,Nov to Feb,March,475,22,10.0,75,95,0.5490973605147283,2022,0.4417261811490694,-260.58525468351417,-283.52487738620755,117.89303978185332,25.38259177356712,569.17247021854
7211,3.602829011,Chapai Nawabganj,Rabi,20.0,67.5,Onion,Oct,Nov to March,March to April,25980,25,15.0,65,70,0.4290862894079325,2022,0.287819241534876,-469.6843266276178,-470.197256014499,297.4424619890114,10.85135765651384,865.6497260101954
143430,1.062643798,Magura,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,152415,40,12.0,60,85,0.4627799200273591,2022,0.4219813021660087,-72.69354394480014,-73.83304221096881,-1333.1693285616464,25.2958751530068,717.9134368905294
11985,1.135836462,Tangail,Rabi,17.75,55.0,Wheat,Dec,Jan  to  March,April,13613,20,15.5,50,60,0.3917693671720763,2022,-6.1528936513285375,-298.8491363680536,-304.3538762527959,298.2326232424941,12.11649883708434,776.4935406679808
472,1.896186441,Barishal,Kharif 2,21.0,70.0,Palong Shak,Aug,Sep to Jan,Feb,895,30,12.0,65,75,0.397391989442272,2022,-300.47705484396045,-1696.4396658523697,-1752.9117371736768,2.8235431775806745,25.34012102407916,764.8579796144242
43,8.023255814,Manikganj,Kharif 2,30.0,75.0,Green Palmyra,April,No need to do,May,345,35,25.0,60,90,0.3576575761780416,2022,-277.6640348809318,-1458.7220507174875,-1459.333669453999,-831.6619980892406,25.347313547127754,855.2757419547362
264,4.227272727,Khulna,Kharif 1,11.5,77.5,Mukhi Kachu,April,May to Sep,Sep to Feb,1116,15,8.0,65,90,0.2363892380909427,2022,-26.580665941388972,-3689.541202987905,-3826.435717674098,-2004.253270422516,14.202115698821585,976.7470073138252
30,0.8333333333,Satkhira,Kharif 1,27.5,90.0,Kolmi Shak,March,April to Aug,Sep to Oct,25,35,20.0,80,100,0.2158742168273637,2022,-44.40831662824458,-4289.882247730649,-4480.539456205644,-1926.362274469866,13.13604305182231,1000.8284793588812
1642,1.333739342,Cumilla,Rabi,17.5,77.5,Lemon,Jan,Jan to Jan,Jan,2190,25,10.0,60,95,0.4623398940801349,2022,0.3274210829712628,-131.1595739294827,-139.32871948772893,298.64003815275424,11.017492169147566,676.0413020644064
1013,5.449160908,Jashore,Kharif 2,26.5,80.0,Gourd,July,Aug to Jan,Jan to March,5520,35,18.0,75,85,0.4979538449659447,2022,0.4242855869289753,-217.76349897602344,-230.3880031337244,-795.1739279932585,25.2330888892594,689.433310655547
48911,6.420007769,Meherpur,Kharif 1,30.0,75.0,Jute,March,April to Aug,Sep,314009,40,20.0,70,80,0.4055302143644988,2022,0.3935856209070518,-43.20930083518214,-43.887831709145,-1452.7504255963308,12.64623058448851,836.4072965637134
92,5.608695652,Munshiganj,Kharif 1,30.0,80.0,Ripe Papaya,April,No need to do,April to May,516,35,25.0,70,90,0.2820729865555412,2022,-16.399283949885138,-1551.2371744209772,-1602.5371788520824,-935.4957054281178,14.839407407536791,1017.2962471629958
0,#DIV/0!,Jhallokati,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,0,20,15.0,50,85,0.5490973605147283,2022,0.4417261811490694,-260.58525468351417,-283.52487738620755,117.89303978185332,25.38259177356712,569.17247021854
282,1.90070922,Faridpur,Kharif 2,26.5,75.0,Cucumber,Sep,Nov to March,March to jun,536,35,18.0,60,90,0.4238461203187879,2022,-23.648682857362004,-1210.5315063345852,-1211.3723136369454,-1176.4113650699642,25.33551142707615,775.9917718550253
12,0.75,CoxsBazar,Kharif 2,25.0,67.5,Garlic,Oct,Nov to Jan,Feb,9,30,20.0,65,70,0.4373247754173341,2022,-1277.9342092127224,-1764.6445854498213,-1771.4601014166335,-1519.2303901834655,5.58827966907071,639.3646638507321
76,2.092105263,Brahmanbaria,Rabi,20.0,67.5,Ginger,Oct,Nov to March,March to April,159,25,15.0,60,75,0.4047013967408105,2022,0.3158136853776682,-1402.718918510855,-1413.9638625779398,298.7120527084988,10.380919611227633,863.2480392790355
4295,0.6356228172,Chuadanga,Kharif 2,22.5,75.0,Rape & Mustard,Oct,Nov to Feb,Feb to April,2730,30,15.0,65,85,0.4319744474616394,2022,0.4131139884918778,-19.780718179215803,-20.62678472663981,-1006.2881580344184,24.467903695208,710.1506447053257
664,7.682228916,Kushtia,Kharif 2,21.0,70.0,Puishak,Aug,Sep to Jan,Feb,5101,30,12.0,65,75,0.4243913307560647,2022,-5.700550229684187,-692.147874927414,-694.4647235543447,-1576.300095295171,25.338982078871577,776.4934705424397
0,#DIV/0!,Cumilla,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,0,35,20.0,80,90,0.2807974697306433,2022,-0.5604562655940648,-131.1517688584504,-139.39990100685918,-2442.014458713264,15.874724898184908,913.0022692592432
270,1.314814815,Munshiganj,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,355,35,6.0,60,85,0.2820729865555412,2022,-16.399283949885138,-1551.2371744209772,-1602.5371788520824,-935.4957054281178,14.839407407536791,1017.2962471629958
427,1.43559719,Dinajpur,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,613,25,15.0,70,80,0.4020115164477718,2022,0.268145434634626,-142.02521205604063,-142.5276348417931,184.0383104558549,11.14534767000848,853.0760826674295
298,4.82885906,Satkhira,Kharif 2,23.5,61.0,Oal Kachu,Sep,Oct to Dec,Dec to Feb,1439,32,15.0,52,70,0.3951550416897169,2022,-78.47197243952012,-4289.562778955145,-4480.463792035154,-141.4189182857628,25.1704136074664,679.0166939211048
726,4.867768595,Madaripur,Kharif 2,26.5,80.0,Gourd,July,Aug to Jan,Jan to March,3534,35,18.0,75,85,0.4349038176803514,2022,-173.69155965020357,-938.3953144607232,-955.0434042914924,-162.4781153186437,25.346655774143866,747.762894569038
145,0.7517241379,Munshiganj,Rabi,27.5,85.0,Groundnut,Oct,Nov to March,March to April,109,35,20.0,80,90,0.4228208938710822,2022,-121.43577768076132,-1551.107520547392,-1602.4561393864865,298.68502032826973,9.545579084686622,725.5828241750812
33909,2.410009142,Barishal,Kharif 1,30.0,75.0,Jute,March,April to Aug,Sep,81721,40,20.0,70,80,0.2843704036936797,2022,-17.88813545547033,-1696.8697474475423,-1753.024112121444,-1301.1743276096397,14.378429688984028,959.512963861418
52,0.5961538462,Chuadanga,Rabi,27.5,85.0,Groundnut,Oct,Nov to March,March to April,31,35,20.0,80,90,0.5378844794512622,2022,0.3875844574841556,-19.769104253969868,-20.57693875835924,298.0439507354684,11.426401848255422,761.9959672086425
186328,1.158322957,Kishoreganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,215828,40,12.0,60,85,0.1560133859316678,2022,-1423.660005804992,-3507.381505791606,-3512.349585781122,-758.1884314131231,25.351601379914296,876.2439398427628
235,2.889361702,Bandarban,Kharif 2,17.0,75.0,Cabbage,Sep,Oct to Jan,Feb,679,24,10.0,60,90,0.5951087578377505,2022,0.5948837740627574,4.066763087011733,0.7518120798551262,192.0815944612056,25.35450248763489,481.8611171127872
0,#DIV/0!,Sunamganj,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to April,0,25,17.0,40,85,0.4209381371061953,2022,-10.984787371358482,-2933.439835540969,-3010.6683001622364,297.5547697580556,11.265466230846975,707.4468735394968
100,6.4,Faridpur,Kharif 1,27.5,80.0,Jambura,April,No need to do,May to June,640,30,25.0,70,90,0.2879453075913369,2022,0.3987462296918531,-1210.7664582950956,-1211.4641363534574,-2185.5085045968235,14.708405095015756,1023.3760261528226
277,1.498194946,Munshiganj,Kharif 2,25.0,67.5,Garlic,Oct,Nov to Jan,Feb,415,30,20.0,65,70,0.3436671192019698,2022,-151.7195104022096,-1550.9527080430782,-1602.4317748730014,-386.02777277817927,25.374515815298047,780.7977452526176
20,2.6,Feni,Kharif 2,26.5,75.0,Pineapple,Sep,Sep to May,June to Aug,52,35,18.0,70,80,0.4747222316498454,2022,-15.278468664818284,-95.75321548327484,-102.38901745868512,-605.3101669954351,25.29245845875632,618.2732878803406
55,0.9454545455,Narsingdi,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,52,35,20.0,80,90,0.2787440080498379,2022,0.337292094809788,-955.9227539608032,-985.834092824574,-2366.175055796982,18.507647948404937,835.1781024002817
89,1.483146067,Gazipur,Kharif 2,27.5,72.5,Patal,Aug,Sep to Jan,Jan to March,132,35,20.0,60,85,0.3907379067285911,2022,0.2289332659145012,-178.3335980070227,-207.37707792568688,-1789.0307949287303,25.35474655292436,785.7530389378867
1099,5.700636943,Moulvibazar,Kharif 2,26.5,75.0,Pineapple,Sep,Sep to May,June to Aug,6265,35,18.0,70,80,0.4415576337667176,2022,-146.08645634494013,-748.7868938836932,-767.1059814547132,-642.9623956569761,25.330320861643763,576.5795702892858
94,2.244680851,Naogaon,Kharif 2,23.5,61.0,Oal Kachu,Sep,Oct to Dec,Dec to Feb,211,32,15.0,52,70,0.4404606390296175,2022,-3.675999614461652,-289.2122142332064,-290.30004005266386,-550.556781885926,25.3401145169524,715.3122681658049
140,1.607142857,Sylhet,Kharif 2,21.0,70.0,Palong Shak,Aug,Sep to Jan,Feb,225,30,12.0,65,75,0.3884829122654709,2022,-90.97876956999671,-367.39338133228574,-396.9248656699402,-861.3436728570521,25.32794783569768,736.6644168555142
4477,0.4134465044,Chuadanga,Kharif 2,15.0,90.0,Lentil,Oct,Nov  to  Feb,Feb to March,1851,20,10.0,85,95,0.4319744474616394,2022,0.4131139884918778,-19.780718179215803,-20.62678472663981,-1006.2881580344184,24.467903695208,710.1506447053257
4,13.25,Bogura,Kharif 1,24.0,70.0,Safeda,April,No need to do,Jan to March,53,38,10.0,60,80,0.2695753116880148,2022,0.3135492365724523,-770.3978613606332,-771.729838334845,-3445.374249813389,21.623602122603792,1086.6998506354364
453,7.545253863,Sunamganj,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,3418,30,20.0,65,75,0.0666668087935832,2022,-1347.9699516634898,-2933.5971908099614,-3010.7646595533224,-186.08341802271,25.310283773096373,786.8752044383048
392,1.693877551,Satkhira,Kharif 1,24.0,70.0,Safeda,April,No need to do,Jan to March,664,38,10.0,60,80,0.2158742168273637,2022,-44.40831662824458,-4289.882247730649,-4480.539456205644,-1926.362274469866,13.13604305182231,1000.8284793588812
56700,1.787407407,Munshiganj,Rabi,26.0,72.5,Boro,Nov,Dec to March,April,101346,40,12.0,60,85,0.4228208938710822,2022,-121.43577768076132,-1551.107520547392,-1602.4561393864865,298.68502032826973,9.545579084686622,725.5828241750812
7,5.857142857,Gazipur,Kharif 1,24.0,70.0,Safeda,April,No need to do,Jan to March,41,38,10.0,60,80,0.2551414828258255,2022,0.3516303259680722,-178.8326350280376,-207.5317007863084,-3086.7265905885,18.52406171886354,967.6076764862764
296,2.043918919,Bogura,Kharif 2,25.0,72.5,Barbati,Sep,Oct to Dec,December to April,605,30,20.0,60,85,0.3807038663801101,2022,-65.40624668725262,-769.9019503378497,-771.5922409159563,-1363.493545603848,25.301866266369707,788.5407535084446
293,3.122866894,Kishoreganj,Kharif 2,21.0,70.0,Puishak,Aug,Sep to Jan,Feb,915,30,12.0,65,75,0.1560133859316678,2022,-1423.660005804992,-3507.381505791606,-3512.349585781122,-758.1884314131231,25.351601379914296,876.2439398427628
100,1.68,Munshiganj,Kharif 2,25.0,72.5,Barbati,Sep,Oct to Dec,December to April,168,30,20.0,60,85,0.3436671192019698,2022,-151.7195104022096,-1550.9527080430782,-1602.4317748730014,-386.02777277817927,25.374515815298047,780.7977452526176
356,2.629213483,Bandarban,Rabi,20.0,60.0,Pumpkin,Sep,Oct to Nov,Nov to Feb,936,25,15.0,50,70,0.6953705680427207,2022,0.4048193056632299,3.2290388512572896,0.7434395306307917,299.14882456258346,8.551960118938759,451.41043691874046
416,1.514423077,Barishal,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,630,27,24.0,85,90,0.3375757365454203,2022,-231.8427877344319,-1696.8822809542912,-1752.969373895876,297.9367051082315,10.769748046832682,723.2491780867267
313,38.1629393,Shariatpur,Kharif 1,25.0,70.0,Green Coconut,May,June to August,August to September,11945,30,20.0,60,80,0.2488538373233175,2022,-16.72322574052827,-1864.3322111814389,-1879.6640544859683,-632.1317799441849,13.811227289531857,1131.743854003569
1550,3.38,Bogura,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,5239,35,6.0,60,85,0.2695753116880148,2022,0.3135492365724523,-770.3978613606332,-771.729838334845,-3445.374249813389,21.623602122603792,1086.6998506354364
0,#DIV/0!,Pabna,Kharif 2,26.5,75.0,Pineapple,Sep,Sep to May,June to Aug,0,35,18.0,70,80,0.4011080041399766,2022,-14.929511295967693,-689.0765109817522,-689.8526981011407,-1128.0598900030527,25.325672709809623,795.6505658138942
500,4.258,Satkhira,Kharif 2,16.0,85.0,Radish,Oct,Nov to Feb,March,2129,22,10.0,75,95,0.3951550416897169,2022,-78.47197243952012,-4289.562778955145,-4480.463792035154,-141.4189182857628,25.1704136074664,679.0166939211048
745,18.10201342,Meherpur,Kharif 2,29.0,65.0,Sugarcane,Oct,Nov to Aug,Aug to Sep,13486,38,20.0,45,85,0.438037926366824,2022,0.4257904032498705,-42.92089007482722,-43.78590322009788,-2405.596597580536,24.82338197284616,737.1903838356752
1215,3.281481481,Sunamganj,Kharif 2,26.5,80.0,Gourd,July,Aug to Jan,Jan to March,3987,35,18.0,75,85,0.0666668087935832,2022,-1347.9699516634898,-2933.5971908099614,-3010.7646595533224,-186.08341802271,25.310283773096373,786.8752044383048
3,0.3333333333,Khulna,Kharif 2,27.5,35.0,Gram,Aug,Sep to Oct,Nov,1,35,20.0,25,45,0.4520240128481637,2022,-43.392351305106935,-3689.004607504552,-3826.332719477482,-275.5735067439571,25.291376341157623,682.1590194281182
1047,3.11843362,Brahmanbaria,Kharif 1,20.0,80.0,Lady’s Finger,April,May to June,June to Sep,3265,30,10.0,75,85,0.237264399379824,2022,-7.792144687045647,-1402.9563352281991,-1414.0837537809944,-625.2949766103734,18.65035059330932,799.0592515618822
279,3.064516129,Lalmonirhat,Rabi,20.0,60.0,Pumpkin,Sep,Oct to Nov,Nov to Feb,855,25,15.0,50,70,0.4402460292050182,2022,0.3085615131606958,-76.71164219260484,-77.37004920758008,297.41920948481675,10.680292536456458,887.7887755558335
14355,1.118843608,Bagerhat,Kharif 1,26.0,72.5,Aus,March,April to july,Aug,16061,40,12.0,60,85,0.2671469327157075,2022,-41.32489070226504,-1971.9314544901756,-2150.2843108692728,-1374.1847832690569,14.766031142770132,883.0219275597887
142,1.669014085,Patuakhali,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,237,25,15.0,70,90,0.3250366983733253,2022,-90.261447274831,-1015.2826624817408,-1017.4718238152172,257.5943379928642,14.92875669147158,811.6899980984144
2447,4.17041275,Bogura,Kharif 2,16.0,85.0,Radish,Oct,Nov to Feb,March,10205,22,10.0,75,95,0.3807038663801101,2022,-65.40624668725262,-769.9019503378497,-771.5922409159563,-1363.493545603848,25.301866266369707,788.5407535084446
315,1.412698413,Gaibandha,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,445,25,15.0,70,80,0.3361120547493766,2022,-3.785710079123947,-918.2116041413168,-918.6038888996516,295.8383593481471,11.262805795488038,1024.6324994238396
592,1.491554054,Khulna,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,883,30,20.0,60,80,0.2363892380909427,2022,-26.580665941388972,-3689.541202987905,-3826.435717674098,-2004.253270422516,14.202115698821585,976.7470073138252
4826,24.2708247,Chuadanga,Kharif 2,29.0,65.0,Sugarcane,Oct,Nov to Aug,Aug to Sep,117131,38,20.0,45,85,0.4319744474616394,2022,0.4131139884918778,-19.780718179215803,-20.62678472663981,-1006.2881580344184,24.467903695208,710.1506447053257
1026,2.248538012,Lalmonirhat,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,2307,35,25.0,70,90,0.4450000143317077,2022,0.409218792036381,-76.34301073094153,-77.34556004851355,-152.41012968949514,25.316491760611136,697.8417930736712
28300,4.413992933,Meherpur,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,124916,27,14.0,50,70,0.5490936797338835,2022,0.3862330122423801,-42.92251669126562,-43.73605591615786,298.2055057151844,12.94137913156305,831.1397555576286
0,#DIV/0!,Gopalganj,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,0,20,15.0,50,85,0.5305792218427732,2022,0.3802931700889812,-54.76935809641064,-151.28636562778328,-387.8245755207949,25.27722799699751,647.2486283291205
1004,0.3874501992,Pirojpur,Rabi,22.5,60.0,Chili,Oct,Nov to March,March to April,389,30,15.0,50,70,0.4657894812056926,2022,-1.1042585722364902,-607.5436237580866,-673.0279928307517,298.1311695554613,9.70968882370114,643.6199539756536
255,1.823529412,Gaibandha,Kharif 1,20.0,80.0,Lady’s Finger,April,May to June,June to Sep,465,30,10.0,75,85,0.2161339741384588,2022,0.2835750624170393,-918.2044116474074,-918.6649936973598,-3054.23019585136,23.11647368793851,1182.3209464304657
93,3.182795699,Kushtia,Kharif 2,18.0,66.5,Carrot,Oct,Nov to Feb,March,296,21,15.0,47,86,0.4243913307560647,2022,-5.700550229684187,-692.147874927414,-694.4647235543447,-1576.300095295171,25.338982078871577,776.4934705424397
716,1.824022346,Khagrachari,Kharif 1,25.0,70.0,Wood Apple,May,June to August,August to September,1306,30,20.0,60,80,0.3697962537434925,2022,0.4956586110086041,-13.721074502506209,-15.46134468409041,-936.1672630669104,17.051875892082368,845.5260138827658
2461,0.4672897196,Netrokona,Kharif 2,22.5,75.0,Rape & Mustard,Oct,Nov to Feb,Feb to April,1150,30,15.0,65,85,0.3128406234491341,2022,-577.5813630853839,-937.1778268313778,-943.4693384294624,-1765.634388749204,25.31408262597489,759.3640417479114
403798,1.720010996,Kishoreganj,Rabi,26.0,72.5,Boro,Nov,Dec to March,April,694537,40,12.0,60,85,0.4116385714899098,2022,0.105169406259674,-3507.511181378173,-3512.3389531562866,297.82179036890227,10.433798318384984,933.054522127512
0,#DIV/0!,Manikganj,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,0,35,20.0,80,90,0.2388278049886304,2022,0.3387979945922122,-1458.8528355029257,-1459.408469985379,-2307.634635038892,16.317375254067368,1145.4885094279275
322186,1.711852781,Jamalpur,Rabi,26.0,72.5,Boro,Nov,Dec to March,April,551535,40,12.0,60,85,0.4147238181152129,2022,-2.765182694807327,-547.4447274561234,-547.9736903589481,298.0265733654185,11.205420851190716,877.9375351013939
47,5.659574468,Sunamganj,Rabi,20.0,67.5,Ginger,Oct,Nov to March,March to April,266,25,15.0,60,75,0.4209381371061953,2022,-10.984787371358482,-2933.439835540969,-3010.6683001622364,297.5547697580556,11.265466230846975,707.4468735394968
27,10.25925926,Bandarban,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,277,30,20.0,65,75,0.5951087578377505,2022,0.5948837740627574,4.066763087011733,0.7518120798551262,192.0815944612056,25.35450248763489,481.8611171127872
304,0.6710526316,Jamalpur,Rabi,27.5,85.0,Groundnut,Oct,Nov to March,March to April,204,35,20.0,80,90,0.4147238181152129,2022,-2.765182694807327,-547.4447274561234,-547.9736903589481,298.0265733654185,11.205420851190716,877.9375351013939
62,15.35483871,Bhola,Kharif 1,30.0,80.0,Ripe Papaya,April,No need to do,April to May,952,35,25.0,70,90,0.1937122601154376,2022,-240.16212997005525,-3376.839832796541,-3395.9063875655074,-1357.4364203446569,9.804146778103028,925.6032514459698
827,2.828295042,Barishal,Kharif 2,16.0,85.0,Radish,Oct,Nov to Feb,March,2339,22,10.0,75,95,0.397391989442272,2022,-300.47705484396045,-1696.4396658523697,-1752.9117371736768,2.8235431775806745,25.34012102407916,764.8579796144242
1533,9.075016308,Manikganj,Kharif 1,25.0,70.0,Green Coconut,May,June to August,August to September,13912,30,20.0,60,80,0.2388278049886304,2022,0.3387979945922122,-1458.8528355029257,-1459.408469985379,-2307.634635038892,16.317375254067368,1145.4885094279275
15749,4.118991682,Bogura,Rabi,22.5,60.0,Chili,Oct,Nov to March,March to April,64870,30,15.0,50,70,0.3801916905033326,2022,-4.546616302072698,-770.3575610897416,-771.6500823094533,282.4188487442344,12.15800644826408,886.5723630701643
117,0.6837606838,Pirojpur,Kharif 1,25.0,70.0,Wood Apple,May,June to August,August to September,80,30,20.0,60,80,0.3480256868677558,2022,0.3676248632899017,-607.7091752332592,-673.1366202041686,-1463.4476718101507,13.114942509391028,918.2655124550032
1133,6.350397176,Cumilla,Kharif 2,17.0,75.0,Cabbage,Sep,Oct to Jan,Feb,7195,24,10.0,60,90,0.4605553784972233,2022,-4.839158123708613,-130.6968099985142,-139.25490710195152,-1239.5631386273567,25.322732836221068,655.347146304121
37,0.5405405405,Rangamati,Kharif 1,24.0,70.0,Safeda,April,No need to do,Jan to March,20,38,10.0,60,80,0.3656178573425237,2022,-1.2243421412501998,-620.6099118294003,-637.0659209290227,-260.5573737873374,17.290463288123487,844.8319732818987
450,3.68,Joypurhat,Rabi,20.0,60.0,Boroi,October,No need to do,February to March,1656,25,15.0,50,70,0.4053207450426805,2022,0.3138241441049597,-124.65039857907264,-125.252659025922,271.0735884019547,11.764280904883172,872.9465574969236
263,2.190114068,Lalmonirhat,Kharif 1,23.0,80.0,Jhinga,April,May to June,June to Aug,576,28,18.0,70,90,0.2669751608444246,2022,0.3023162186807234,-76.95092861017925,-77.52568188601256,-3498.9624881486816,22.820917694684283,847.766359646961
3226,2.243645381,Rangpur,Rabi,22.5,60.0,Chili,Oct,Nov to March,March to April,7238,30,15.0,50,70,0.3888503140062067,2022,0.276910071466818,-115.40166219423412,-115.8907671931002,297.7434083952469,11.45346209424973,941.3737150888076
8158,0.8540083354,Manikganj,Kharif 1,26.0,72.5,Aus,March,April to july,Aug,6967,40,12.0,60,85,0.2388278049886304,2022,0.3387979945922122,-1458.8528355029257,-1459.408469985379,-2307.634635038892,16.317375254067368,1145.4885094279275
0,#DIV/0!,Habiganj,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,0.3359780945015982,2022,-328.9118398883493,-888.641183212956,-921.207650330136,-1071.3735796330484,25.349646290725552,696.7802482355273
1011,1.333333333,Netrokona,Rabi,22.5,60.0,Chili,Oct,Nov to March,March to April,1348,30,15.0,50,70,0.3908023738102877,2022,-1.9228949941994984,-937.3340733364766,-943.46266427117,298.1153807730973,10.605633984152693,753.6723847278678
2319,1.278568348,Gopalganj,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,2965,35,6.0,60,85,0.3681142784324873,2022,0.3918208716046002,-54.96804912858241,-151.3729623598577,-1977.285661412623,12.29173482224112,878.6298459145404
